company,sector,stage_at_observation,location,ceo_personality,team_openness_mean,team_conscientiousness_mean,team_extraversion_mean,team_agreeableness_mean,team_neuroticism_mean,founder_age,founder_prev_exits,founder_experience_years_pre,founder_tech_background,pre_series_a_months_since_founded,pre_series_a_team_size,pre_series_a_release_freq,market_size_usd,pre_series_a_mrr_usd,pre_series_a_growth_3m,pre_series_a_prior_funding_usd,pre_series_a_burn_usd,burn_multiple,pipeline_conversion_rate,competition_density,sector_trend_score_at_investment,buzzword_density,prior_investor_reputation,syndicate_size,prior_investor_followon_rate,pre_series_a_val_rev_ratio,current_employee_count,raised_series_a_36m,exited_36m,shutdown_36m,success_36m,mrr_peak_usd_36m
Spark AI,AI/ML,Seed,SEA,Operator,0.509,0.853,0.425,0.333,0.391,25,0,13,0,16,11,1,5383848.68,30414.52,0.019,314350.73,135192.12,19.013,0.222,3,0.432,0.247,0.414,2,0.52,15.356,18,0,0,1,0,40489.31
Atlas Grid,Fintech,Seed,US,Visionary,0.779,0.559,0.56,0.418,0.382,42,0,14,0,10,13,1,22135980.21,20900.55,0.187,659452.77,86518.92,1.848,0.135,5,0.64,0.028,0.601,3,0.518,3.653,12,0,1,1,0,27606.16
Zen AI,SaaS,Seed,EU,Operator,0.615,0.749,0.64,0.554,0.43,28,0,13,1,26,13,2,4094498.4,18900.17,-0.013,480390.6,69482.46,20.0,0.101,5,0.685,0.176,0.412,5,0.197,9.433,10,1,0,1,0,61794.44
Terra Logic,DevTools,Pre-Seed,India,Visionary,0.781,0.656,0.694,0.524,0.491,29,0,15,1,11,3,1,10206840.23,6306.8,-0.119,301789.4,28622.24,20.0,0.202,1,0.624,0.51,0.449,1,0.204,6.468,7,0,0,1,0,10646.65
Spark Drive,Bio/Health,Pre-Seed,UK,Visionary,0.654,0.398,0.656,0.369,0.415,28,0,10,0,21,5,0,25241207.07,0.0,0.099,198019.95,44016.98,20.0,0.196,0,0.584,0.338,0.136,2,0.583,3.49,9,0,0,1,0,0.0
Eco Grid,AI/ML,Seed,US,Operator,0.671,0.642,0.463,0.462,0.412,32,0,5,1,29,11,1,14151828.5,17742.57,-0.129,2029370.59,122892.4,20.0,0.185,4,0.596,0.22,0.413,3,0.562,7.245,3,1,0,1,0,23957.86
Zen Systems,Fintech,Seed,US,Engineer,0.702,0.733,0.427,0.519,0.399,32,0,10,1,29,18,1,9514542.32,44790.39,0.012,422048.75,84688.73,12.637,0.174,4,0.383,0.259,0.234,4,0.518,11.794,25,0,0,1,0,46129.07
Hyper Pulse,Bio/Health,Pre-Seed,US,Engineer,0.693,0.764,0.398,0.616,0.442,26,0,12,0,7,2,1,12032378.5,5109.64,-0.049,169663.13,74629.19,20.0,0.174,1,0.438,0.086,0.27,3,0.147,4.98,11,1,0,1,0,12565.76
Aero Analytics,Hardware,Pre-Seed,SEA,Visionary,0.719,0.464,0.517,0.421,0.362,37,0,3,0,10,2,1,26398394.51,12255.03,-0.103,249989.52,46535.82,20.0,0.295,3,0.281,0.026,0.088,2,0.615,11.704,12,0,0,1,0,13666.53
Polar Works,Hardware,Pre-Seed,US,Operator,0.582,0.639,0.528,0.5,0.562,35,0,6,1,26,2,0,2752039.65,3390.91,0.212,199553.63,52412.37,6.079,0.052,1,0.307,0.486,0.243,1,0.216,16.31,16,1,0,0,1,39053.72
Nimbus Drive,Hardware,Seed,EU,Visionary,0.717,0.531,0.586,0.509,0.548,33,0,14,0,29,15,1,8854883.65,11634.51,-0.007,576571.31,13018.38,20.0,0.13,2,0.589,0.015,0.402,1,0.384,13.493,22,1,0,1,0,27083.91
Nova Works,DevTools,Seed,EU,Engineer,0.559,0.918,0.411,0.511,0.476,40,0,5,1,19,12,1,8748118.88,16668.97,0.217,220241.88,75077.43,1.726,0.149,3,0.328,0.357,0.148,3,0.414,11.859,15,1,0,1,0,23118.35
Zen Bio,DevTools,Pre-Seed,MENA,Operator,0.524,0.792,0.588,0.605,0.325,36,0,3,1,15,11,0,27437355.63,24422.42,0.219,128774.76,52331.24,0.815,0.143,4,0.741,0.013,0.0,2,0.605,12.811,9,0,0,1,0,25691.44
Flow Bio,Bio/Health,Pre-Seed,EU,Engineer,0.628,0.524,0.315,0.452,0.478,28,0,1,1,5,2,0,6140575.37,11947.53,0.18,77644.99,29572.38,1.147,0.261,0,0.548,0.002,0.278,3,0.183,9.589,11,1,0,0,1,580789.23
Terra Cloud,Fintech,Pre-Seed,SEA,Operator,0.454,0.751,0.577,0.54,0.343,34,0,8,1,25,4,1,10129846.19,9427.51,0.052,104311.5,43776.13,7.457,0.066,1,0.618,0.156,0.388,1,0.445,7.469,5,0,0,1,0,11564.48
Quantum OS,Hardware,Seed,India,Operator,0.593,0.855,0.616,0.544,0.343,35,0,18,0,8,19,2,12004656.22,7551.77,0.057,243890.88,96048.64,18.507,0.161,4,0.639,0.652,0.592,1,0.452,5.319,36,0,0,1,0,13313.83
Zen Forge,Fintech,Pre-Seed,LatAm,Visionary,0.74,0.556,0.768,0.515,0.326,28,0,8,1,8,2,0,17531662.16,0.0,0.165,36438.86,31606.25,20.0,0.128,1,0.57,0.17,0.619,1,0.232,4.798,1,0,0,1,0,0.0
Hyper Analytics,SaaS,Seed,SEA,Operator,0.424,0.667,0.628,0.57,0.513,31,0,16,1,50,6,2,12677701.12,29966.01,0.119,560967.75,88130.84,2.055,0.121,8,0.661,0.11,0.325,3,0.27,17.524,24,1,0,0,1,435290.43
Nova Pulse,SaaS,Pre-Seed,US,Salesperson,0.627,0.482,0.65,0.685,0.49,42,1,8,1,14,6,1,13685820.23,14600.04,0.211,82182.63,12695.63,0.344,0.272,4,0.429,0.238,0.27,1,0.491,11.668,14,1,1,0,1,285165.08
Sigma Forge,Bio/Health,Seed,EU,Visionary,0.833,0.559,0.602,0.457,0.436,24,0,22,1,26,8,1,58009407.02,21453.64,0.155,369524.46,80661.4,2.026,0.093,0,0.606,0.239,0.373,3,0.365,7.44,28,1,0,0,1,1153577.79
Sigma Grid,Climate,Seed,India,Operator,0.482,0.633,0.525,0.757,0.468,39,0,15,1,24,16,2,12940255.22,21252.5,-0.144,77130.02,35260.49,20.0,0.218,3,0.564,0.467,0.46,2,0.532,14.964,29,1,0,1,0,59569.14
Nova OS,Fintech,Pre-Seed,EU,Operator,0.645,0.721,0.604,0.527,0.399,38,0,12,0,11,10,1,8728275.37,0.0,-0.042,85597.34,38277.92,20.0,0.143,3,0.647,0.481,0.728,3,0.209,11.951,16,0,0,1,0,0.0
Urban Forge,SaaS,Pre-Seed,UK,Salesperson,0.515,0.519,0.932,0.552,0.529,38,0,3,1,23,2,0,6974119.95,0.0,0.22,55460.03,58409.13,20.0,0.216,2,0.542,0.039,0.477,1,0.388,5.21,4,0,0,1,0,0.0
Quantum Analytics,Fintech,Pre-Seed,EU,Salesperson,0.681,0.468,0.763,0.462,0.471,22,0,13,0,10,11,0,12296447.39,770.18,0.238,279200.96,40127.73,18.215,0.113,2,0.313,0.295,0.0,3,0.446,9.947,11,1,0,1,0,945.99
Urban AI,AI/ML,Seed,EU,Operator,0.603,0.931,0.498,0.493,0.455,34,0,17,1,31,8,1,19965223.49,0.0,0.043,695081.56,95493.33,20.0,0.107,3,0.452,0.139,0.38,4,0.0,15.289,17,0,0,1,0,0.0
Terra Bio,Bio/Health,Pre-Seed,SEA,Visionary,0.733,0.483,0.62,0.386,0.696,50,0,6,0,22,2,2,22378800.98,14783.98,0.112,598647.74,7761.88,0.391,0.195,2,0.436,0.292,0.255,1,0.417,4.476,8,1,1,1,0,135771.22
Quantum Grid,DevTools,Pre-Seed,US,Engineer,0.642,0.675,0.373,0.457,0.269,27,0,15,0,14,2,0,21126669.52,15645.73,0.235,101529.98,66315.03,1.5,0.151,2,0.623,0.135,0.351,3,0.294,7.361,10,0,1,1,0,28806.29
Urban Stack,Fintech,Seed,EU,Salesperson,0.446,0.585,0.681,0.588,0.501,38,0,15,0,24,13,1,24903195.46,24590.43,0.145,392383.34,101094.58,2.356,0.033,4,0.37,0.08,0.0,3,0.404,11.19,19,1,0,1,0,45013.13
Polar Stack,SaaS,Seed,US,Operator,0.546,0.878,0.525,0.568,0.4,31,0,12,1,29,10,2,10183787.79,6536.52,0.162,359544.15,82552.25,6.513,0.03,7,0.439,0.267,0.875,1,0.629,15.991,23,1,0,1,0,7305.03
Flow Dynamics,Bio/Health,Seed,US,Salesperson,0.484,0.469,0.725,0.456,0.528,28,0,16,0,13,14,2,6550249.41,11820.69,0.171,622657.74,70673.17,2.921,0.052,2,0.472,0.076,0.474,2,0.209,4.705,19,1,0,1,0,30108.8
Terra OS,Fintech,Pre-Seed,EU,Salesperson,0.556,0.497,0.756,0.66,0.34,37,0,6,0,9,5,1,10698194.68,0.0,0.056,153943.92,47983.46,20.0,0.059,2,0.521,0.318,0.699,3,0.355,5.527,3,1,0,1,0,0.0
Aero Pulse,Hardware,Seed,US,Engineer,0.709,0.663,0.361,0.473,0.249,41,0,14,0,17,7,1,26180058.69,18937.49,0.077,205122.63,58133.34,3.314,0.252,1,0.301,0.097,0.374,1,0.358,6.192,10,0,0,1,0,26776.57
Spark Pulse,Fintech,Pre-Seed,MENA,Visionary,0.764,0.582,0.605,0.558,0.581,32,0,4,0,25,2,1,7251575.37,0.0,0.03,129126.39,12712.97,20.0,0.154,4,0.253,0.26,0.436,1,0.403,9.507,4,1,0,1,0,0.0
Spark Stack,Bio/Health,Seed,EU,Visionary,0.838,0.599,0.673,0.505,0.436,35,0,13,1,19,15,1,14702257.42,29115.72,0.074,1160675.32,63932.04,2.463,0.136,2,0.243,0.212,0.401,2,0.544,12.217,23,1,0,1,0,39166.44
Nimbus Logic,Climate,Pre-Seed,EU,Engineer,0.591,0.634,0.346,0.4,0.531,39,0,9,0,9,2,2,9508809.22,8509.74,-0.042,214556.41,64391.95,20.0,0.166,3,0.534,0.391,0.347,1,0.504,8.924,4,0,0,1,0,10410.37
Eco Systems,Bio/Health,Seed,US,Visionary,0.882,0.402,0.512,0.571,0.467,36,0,10,0,15,4,2,5916036.38,15525.39,0.052,636165.27,105613.8,10.89,0.258,3,0.732,0.195,0.418,1,0.582,16.651,5,0,1,1,0,23683.11
Quantum Cloud,AI/ML,Pre-Seed,EU,Engineer,0.517,0.784,0.322,0.598,0.227,33,0,8,1,20,5,0,26360953.67,2471.27,0.192,161602.85,31218.63,5.486,0.049,2,0.668,0.211,0.522,1,0.163,6.508,23,1,1,0,1,70706.12
Atlas Grid,Climate,Seed,US,Visionary,0.738,0.386,0.554,0.577,0.467,25,0,12,0,20,27,1,6512053.12,16297.46,0.071,440284.87,122201.04,8.741,0.249,1,0.526,0.08,0.259,3,0.416,11.082,31,1,1,0,1,238877.63
Sigma Drive,Hardware,Seed,EU,Visionary,0.751,0.48,0.742,0.509,0.584,37,0,18,0,20,20,2,22121505.73,6916.83,-0.018,112679.21,71644.94,20.0,0.017,4,0.313,0.117,0.353,3,0.869,9.601,26,0,0,1,0,8871.51
Spark Systems,Bio/Health,Seed,MENA,Operator,0.481,0.803,0.444,0.541,0.619,39,0,11,1,7,14,0,30403111.16,4341.95,-0.066,588624.8,111531.84,20.0,0.266,0,0.403,0.287,0.509,2,0.464,21.409,20,0,0,1,0,5257.84
Flow Labs,Fintech,Seed,SEA,Engineer,0.618,0.592,0.315,0.415,0.546,34,0,10,0,38,10,1,31705221.25,41182.19,0.387,120818.68,93478.5,0.489,0.191,4,0.591,0.162,0.426,1,0.32,6.625,8,0,0,1,0,67279.97
Aero Cloud,Bio/Health,Pre-Seed,UK,Engineer,0.513,0.723,0.403,0.569,0.353,20,0,10,1,25,5,1,9098757.74,1955.02,0.291,55071.6,35991.48,5.265,0.01,2,0.181,0.359,0.426,4,0.451,14.892,14,0,0,1,0,3219.65
Sigma Pulse,DevTools,Seed,US,Visionary,0.826,0.359,0.689,0.564,0.543,40,0,8,0,31,17,1,17321527.33,21733.92,0.281,184725.37,115471.26,1.575,0.246,3,0.506,0.284,0.432,3,0.433,5.594,23,1,0,1,0,118377.46
Nova AI,Bio/Health,Seed,SEA,Visionary,0.702,0.354,0.65,0.32,0.401,35,0,13,1,46,5,1,42813388.96,6317.31,0.436,441739.94,105894.03,3.205,0.153,1,0.536,0.811,0.316,3,0.655,20.472,2,0,0,1,0,7716.88
Eco Stack,Hardware,Seed,UK,Visionary,0.726,0.496,0.633,0.614,0.458,42,0,11,0,33,17,0,7418203.27,14008.72,0.259,538331.33,150044.76,3.442,0.233,6,0.7,0.177,0.502,3,0.19,14.195,14,0,0,1,0,33216.97
Urban Analytics,DevTools,Seed,US,Salesperson,0.59,0.512,0.752,0.668,0.506,38,0,11,0,27,11,0,6182166.01,0.0,-0.113,1266549.43,67503.59,20.0,0.182,0,0.548,0.581,0.397,4,0.412,7.407,24,0,0,1,0,0.0
Flow Systems,DevTools,Seed,US,Visionary,0.805,0.608,0.662,0.478,0.438,33,0,16,0,26,8,0,7790435.95,21702.04,0.06,146489.16,136030.17,8.709,0.171,4,0.458,0.017,0.597,3,0.105,11.732,9,1,0,1,0,27629.23
Polar Works,Fintech,Pre-Seed,US,Operator,0.495,0.707,0.536,0.644,0.495,38,0,6,0,13,10,1,4742721.46,0.0,0.169,86615.73,12349.27,20.0,0.232,3,0.38,0.279,0.819,2,0.384,5.527,15,0,0,1,0,0.0
Aero AI,DevTools,Seed,UK,Engineer,0.54,0.577,0.505,0.504,0.423,29,0,15,0,30,8,2,19831501.12,16910.26,0.401,378679.69,60952.54,0.748,0.109,3,0.413,0.234,0.322,1,0.544,7.882,28,1,0,0,1,624757.54
Spark Cloud,Bio/Health,Seed,LatAm,Engineer,0.56,0.628,0.261,0.42,0.377,32,0,9,0,32,14,2,11979870.43,1316.94,-0.258,360007.37,31490.6,20.0,0.253,3,0.231,0.47,0.461,2,0.543,15.298,15,0,0,1,0,1348.65
Hyper Labs,Climate,Pre-Seed,US,Visionary,0.764,0.601,0.561,0.59,0.492,37,0,13,0,8,5,1,47249729.76,10891.64,-0.135,239896.44,49272.48,20.0,0.22,0,0.429,0.125,0.536,2,0.182,12.556,15,1,1,0,1,55716.06
Vertex Systems,Hardware,Seed,US,Visionary,0.742,0.427,0.628,0.53,0.46,44,0,14,0,37,9,2,18006483.96,16313.04,0.147,476631.88,77551.21,2.692,0.103,1,0.203,0.553,0.421,2,0.303,12.62,8,1,0,1,0,171223.01
Nimbus Pulse,Bio/Health,Seed,US,Operator,0.492,0.876,0.622,0.496,0.285,35,0,9,1,33,11,2,22032275.83,3724.69,0.194,492790.62,96079.19,11.094,0.311,2,0.563,0.044,0.566,2,0.461,14.003,28,1,1,0,1,230885.87
Nova Works,Fintech,Seed,India,Visionary,0.835,0.516,0.658,0.499,0.554,33,0,10,1,27,10,0,30739896.53,36516.49,-0.001,719144.13,74483.21,20.0,0.128,1,0.513,0.253,0.0,2,0.879,7.245,27,1,0,0,1,238506.55
Terra Bio,Hardware,Pre-Seed,US,Operator,0.48,0.763,0.458,0.492,0.265,30,0,10,0,18,19,0,16373701.84,3226.11,0.1,73719.95,50821.8,13.089,0.052,5,0.528,0.411,0.591,1,0.0,2.806,28,0,0,1,0,3656.37
Spark Forge,Climate,Pre-Seed,LatAm,Operator,0.428,0.817,0.547,0.411,0.414,35,0,6,1,34,2,1,15987191.92,2590.4,0.039,169637.73,79750.43,20.0,0.08,2,0.557,0.313,0.37,1,0.636,8.72,12,0,0,1,0,3225.53
Zen Cloud,Fintech,Pre-Seed,SEA,Engineer,0.769,0.691,0.315,0.36,0.517,26,0,8,1,18,6,0,110770730.31,20689.43,0.328,456819.78,42125.39,0.517,0.213,3,0.399,0.47,0.225,3,0.167,6.7,14,0,0,1,0,24637.38
Polar Works,Fintech,Pre-Seed,US,Engineer,0.637,0.796,0.337,0.535,0.569,30,0,8,1,27,4,0,7994849.03,10264.87,0.12,240825.78,39104.34,2.643,0.159,2,0.392,0.483,0.338,3,0.335,9.381,11,0,0,1,0,12778.69
Flow Cloud,Climate,Seed,US,Engineer,0.723,0.513,0.421,0.528,0.462,25,0,18,0,36,7,2,17953110.08,1912.48,0.334,354987.12,141949.73,18.509,0.302,7,0.556,0.106,0.334,3,0.366,10.251,14,0,0,1,0,4049.81
Nova Forge,Hardware,Pre-Seed,MENA,Visionary,0.936,0.521,0.518,0.354,0.329,34,0,5,0,6,4,1,7059339.06,10428.22,0.267,169797.27,29790.54,0.892,0.349,4,0.389,0.085,0.33,4,0.452,5.402,11,0,0,1,0,10493.83
Zen Dynamics,Hardware,Pre-Seed,US,Engineer,0.444,0.698,0.4,0.585,0.341,34,0,9,0,25,14,0,6170464.71,5400.21,-0.008,123672.1,22467.5,20.0,0.125,5,0.281,0.227,0.295,3,0.168,5.016,11,1,0,1,0,6753.9
Nova Systems,DevTools,Pre-Seed,India,Engineer,0.649,0.722,0.317,0.541,0.323,31,0,14,1,21,3,2,30161552.78,14820.52,0.227,123504.66,91192.91,2.255,0.111,5,0.724,0.031,0.255,2,0.245,6.637,10,0,0,1,0,20899.37
Polar Works,AI/ML,Pre-Seed,US,Operator,0.64,0.624,0.534,0.571,0.344,33,0,1,1,5,2,1,7526865.03,0.0,0.066,181539.38,67866.73,20.0,0.213,1,0.51,0.246,0.415,2,0.197,13.165,7,0,0,1,0,0.0
Urban Dynamics,DevTools,Seed,EU,Visionary,0.866,0.524,0.472,0.457,0.386,45,0,17,1,25,8,1,6499096.88,37212.35,0.186,2356671.53,80664.95,0.972,0.1,1,0.159,0.143,0.797,3,0.545,23.858,10,1,0,1,0,94985.22
Polar Stack,Hardware,Seed,EU,Visionary,0.891,0.595,0.614,0.557,0.475,35,0,6,1,12,7,2,22507675.95,17446.42,0.163,188501.68,82594.9,2.414,0.075,2,0.736,0.348,0.0,1,0.078,6.496,11,1,1,1,0,288589.48
Flow Cloud,Bio/Health,Seed,India,Engineer,0.706,0.731,0.481,0.556,0.412,45,0,6,0,35,11,2,43250528.94,239.04,0.197,210812.32,83800.54,20.0,0.178,4,0.609,0.177,0.643,3,0.408,18.217,15,0,0,1,0,307.37
Flow OS,AI/ML,Seed,US,Visionary,0.758,0.455,0.767,0.565,0.388,31,0,17,1,16,18,1,11771252.86,41274.14,0.097,564860.03,46117.85,0.956,0.286,3,0.727,0.466,0.529,2,0.642,6.807,38,1,1,0,1,893743.2
Atlas OS,Hardware,Pre-Seed,US,Operator,0.529,0.873,0.505,0.595,0.441,35,0,6,1,29,7,1,8177334.76,0.0,0.098,389076.57,11810.81,20.0,0.087,2,0.227,0.176,0.137,3,0.073,13.424,13,0,0,1,0,0.0
Terra Logic,SaaS,Pre-Seed,US,Visionary,0.707,0.453,0.668,0.378,0.589,37,0,7,1,41,14,2,17093262.17,14199.95,0.2,210412.66,72012.5,2.117,0.171,3,0.61,0.358,0.746,2,0.135,4.65,16,0,0,1,0,16183.51
Quantum Stack,Hardware,Seed,US,Engineer,0.665,0.753,0.327,0.519,0.357,28,0,14,0,30,15,2,8813714.85,0.0,-0.066,615593.07,40414.2,20.0,0.211,6,0.494,0.277,0.545,4,0.558,12.209,30,1,0,1,0,0.0
Urban Bio,Fintech,Seed,US,Visionary,0.837,0.465,0.687,0.47,0.387,34,0,7,0,36,17,1,4566026.61,15066.6,0.237,403816.95,86256.13,2.011,0.09,5,0.565,0.315,0.451,4,0.352,18.412,25,1,0,0,1,319816.87
Nimbus Analytics,Climate,Pre-Seed,US,Visionary,0.658,0.48,0.698,0.442,0.295,36,0,5,1,15,6,1,5400629.3,20978.63,0.122,87816.46,26214.79,0.855,0.145,3,0.597,0.081,0.821,2,0.189,13.732,4,1,0,1,0,137446.26
Spark Forge,AI/ML,Pre-Seed,LatAm,Operator,0.603,0.61,0.522,0.55,0.501,33,1,7,0,18,5,1,17264662.2,25467.91,0.353,93352.24,49083.78,0.455,0.122,1,0.797,0.154,0.564,4,0.402,6.312,10,0,0,1,0,30452.96
Quantum OS,SaaS,Seed,LatAm,Operator,0.594,0.706,0.491,0.629,0.494,27,0,8,1,38,7,3,19512973.75,31765.14,0.189,405269.89,23077.05,0.32,0.049,4,0.422,0.366,0.176,3,0.537,8.773,17,1,1,1,0,112837.73
Zen Analytics,DevTools,Pre-Seed,US,Engineer,0.685,0.679,0.308,0.505,0.441,33,0,9,0,30,9,0,1210837.64,36348.39,0.147,344126.3,62562.99,0.977,0.158,3,0.613,0.079,0.138,1,0.191,6.567,24,0,0,1,0,40362.62
Polar Works,Bio/Health,Pre-Seed,US,Operator,0.55,0.728,0.493,0.501,0.418,33,0,7,0,12,3,0,196649089.01,0.0,-0.093,61686.23,35590.91,20.0,0.156,3,0.408,0.334,0.561,1,0.571,9.958,5,0,0,1,0,0.0
Vertex Systems,Fintech,Seed,EU,Visionary,0.819,0.468,0.717,0.42,0.571,39,0,17,1,12,16,0,18458939.33,25652.95,0.283,282735.06,65119.08,0.748,0.048,5,0.492,0.191,0.623,1,0.72,17.583,11,1,0,1,0,102792.01
Urban Pulse,Hardware,Pre-Seed,US,Visionary,0.805,0.599,0.569,0.51,0.305,31,0,1,0,17,7,1,13534704.48,9911.72,0.249,114560.87,67347.03,2.277,0.139,3,0.567,0.255,0.145,1,0.244,19.907,3,0,0,1,0,11344.89
Eco Logic,Climate,Seed,US,Engineer,0.667,0.613,0.483,0.403,0.424,33,0,15,1,19,17,1,7476198.59,17600.09,0.141,272343.43,72612.65,2.432,0.164,4,0.455,0.076,0.018,3,0.71,19.001,31,1,1,0,1,244110.25
Eco Systems,DevTools,Seed,EU,Operator,0.554,0.928,0.593,0.568,0.422,41,0,9,1,34,14,1,10206144.31,12027.16,-0.195,685409.87,73003.51,20.0,0.121,5,0.75,0.655,0.536,3,0.456,30.646,15,0,0,1,0,13043.97
Sigma Bio,SaaS,Seed,US,Engineer,0.599,0.655,0.383,0.425,0.505,34,0,13,0,27,8,1,23272956.14,9600.12,0.244,1928111.26,70808.96,2.521,0.17,0,0.576,0.21,0.429,5,0.108,14.791,8,1,1,1,0,23196.14
Quantum Cloud,Hardware,Pre-Seed,EU,Visionary,0.866,0.584,0.576,0.395,0.344,31,0,14,0,17,2,0,3314105.99,0.0,-0.064,95324.25,10678.4,20.0,0.176,2,0.579,0.357,0.485,1,0.123,30.958,7,1,0,1,0,0.0
Flow AI,Hardware,Seed,US,Engineer,0.68,0.629,0.403,0.572,0.361,36,0,12,1,35,12,1,133485088.41,0.0,-0.253,625662.18,93724.98,20.0,0.01,3,0.515,0.245,0.723,3,0.599,11.764,8,0,0,1,0,0.0
Nimbus Bio,DevTools,Pre-Seed,EU,Salesperson,0.631,0.467,0.782,0.595,0.522,41,0,1,1,16,2,0,94586882.53,4215.02,0.392,373932.68,21766.31,1.097,0.151,5,0.456,0.279,0.657,2,0.242,10.698,5,0,0,1,0,5435.69
Urban Labs,Bio/Health,Seed,US,Visionary,0.694,0.691,0.605,0.526,0.572,20,0,15,1,21,18,2,30438220.0,6978.19,0.178,391273.73,35257.67,2.369,0.143,0,0.417,0.126,0.363,1,0.516,23.366,18,0,0,1,0,18629.1
Terra Bio,DevTools,Seed,LatAm,Salesperson,0.543,0.638,0.839,0.651,0.54,27,0,16,0,38,12,1,10593432.23,12307.68,-0.007,57201.72,106766.5,20.0,0.121,7,0.611,0.417,0.289,4,0.577,5.175,8,0,0,1,0,15909.23
Vertex Forge,Fintech,Seed,MENA,Engineer,0.795,0.687,0.405,0.543,0.479,37,0,8,0,30,18,3,32506397.9,16085.58,0.04,286702.26,30409.93,3.937,0.098,10,0.656,0.371,0.459,2,0.222,4.501,29,0,0,1,0,17354.48
Nimbus Dynamics,DevTools,Pre-Seed,UK,Engineer,0.739,0.668,0.474,0.424,0.54,29,1,13,0,31,13,0,24509253.09,24357.21,0.294,69545.87,67030.98,0.781,0.226,1,0.311,0.333,0.637,2,0.218,27.035,29,1,1,0,1,735317.32
Nova Grid,AI/ML,Seed,UK,Operator,0.622,0.63,0.477,0.454,0.467,39,0,12,1,24,14,1,10909658.16,30738.54,0.23,888152.18,95442.86,1.124,0.158,8,0.647,0.147,0.481,2,0.492,7.7,16,0,0,1,0,33808.65
Vertex AI,Fintech,Seed,EU,Salesperson,0.506,0.433,0.71,0.451,0.486,37,0,20,1,31,9,2,42208784.88,28176.1,0.234,316314.6,83731.16,1.06,0.01,3,0.69,0.176,0.515,4,0.644,14.492,11,0,0,1,0,42153.12
Spark AI,SaaS,Pre-Seed,US,Engineer,0.497,0.628,0.324,0.565,0.486,28,0,5,0,24,6,1,13658899.2,0.0,0.127,564228.83,54698.65,20.0,0.138,1,0.46,0.141,0.386,2,0.462,8.533,5,0,0,1,0,0.0
Spark Cloud,Bio/Health,Seed,EU,Visionary,0.778,0.623,0.705,0.375,0.387,31,0,9,0,32,11,2,30441432.64,0.0,0.069,909118.01,34403.88,20.0,0.348,5,0.55,0.29,0.479,3,0.371,5.524,12,0,0,1,0,0.0
Aero AI,AI/ML,Seed,LatAm,Operator,0.527,0.823,0.517,0.446,0.205,29,0,9,1,26,10,1,8859392.99,0.0,0.269,663620.39,102792.38,20.0,0.109,2,0.421,0.189,0.452,1,0.318,13.357,16,1,0,1,0,0.0
Nova Dynamics,Climate,Pre-Seed,UK,Visionary,0.658,0.427,0.632,0.508,0.632,40,1,3,0,10,6,0,14678334.03,19301.69,0.477,265608.3,65893.26,0.597,0.211,5,0.659,0.097,0.261,4,0.609,4.0,8,0,0,1,0,27113.73
Terra Works,Hardware,Pre-Seed,US,Visionary,0.774,0.433,0.592,0.455,0.528,38,0,7,0,11,2,0,15936099.48,1740.21,0.004,358217.0,1510.98,17.901,0.121,1,0.445,0.254,0.371,1,0.392,17.506,14,1,0,0,1,8784.68
Eco AI,DevTools,Seed,US,Visionary,0.724,0.521,0.64,0.421,0.368,41,0,16,1,35,11,1,26265676.74,34932.37,0.043,416412.65,62146.77,3.472,0.163,4,0.649,0.132,0.334,4,0.259,7.666,10,1,0,1,0,59167.11
Polar Stack,DevTools,Pre-Seed,UK,Visionary,0.695,0.58,0.637,0.372,0.491,34,0,12,1,24,4,1,16778405.3,0.0,0.263,150970.04,29634.9,20.0,0.162,3,0.783,0.127,0.395,4,0.209,5.862,3,1,0,1,0,0.0
Polar Forge,SaaS,Seed,US,Operator,0.707,0.762,0.485,0.537,0.396,32,0,10,1,33,12,2,28967357.39,16362.36,-0.105,227416.59,120684.99,20.0,0.111,2,0.59,0.046,0.337,2,0.683,1.148,13,1,0,1,0,16458.25
Nimbus Pulse,Bio/Health,Seed,EU,Engineer,0.763,0.527,0.586,0.492,0.432,39,0,10,1,18,9,2,12622998.87,20346.05,0.153,253571.82,51789.62,1.389,0.119,4,0.545,0.021,0.402,2,0.504,16.504,14,0,0,1,0,23676.24
Atlas Drive,Hardware,Seed,MENA,Operator,0.424,0.862,0.624,0.648,0.443,33,0,10,0,34,6,1,18734568.51,16245.62,-0.066,562013.67,118623.97,20.0,0.15,3,0.511,0.073,0.588,3,0.786,7.32,20,1,0,1,0,34322.82
Urban AI,DevTools,Pre-Seed,US,Visionary,0.779,0.346,0.471,0.321,0.617,20,0,9,1,19,4,0,3866798.68,33829.68,0.361,50494.09,43616.73,0.297,0.24,6,0.624,0.014,0.632,1,0.214,8.604,1,1,1,1,0,139337.83
Zen OS,Bio/Health,Seed,EU,Operator,0.552,0.818,0.494,0.479,0.469,35,1,25,0,37,16,2,8594829.03,5810.08,0.58,931160.38,30829.79,0.762,0.063,4,0.374,0.379,0.521,4,0.414,8.999,22,1,0,1,0,202086.79
Quantum Grid,Bio/Health,Seed,US,Visionary,0.753,0.614,0.598,0.454,0.32,33,0,11,1,13,8,1,3282355.08,9003.5,0.284,546479.99,66222.9,2.155,0.161,3,0.47,0.13,0.739,2,0.41,19.877,24,1,1,0,1,251795.4
