company,sector,stage_at_observation,location,ceo_personality,team_openness_mean,team_conscientiousness_mean,team_extraversion_mean,team_agreeableness_mean,team_neuroticism_mean,founder_age,founder_prev_exits,founder_experience_years_pre,founder_tech_background,pre_series_a_months_since_founded,pre_series_a_team_size,pre_series_a_release_freq,market_size_usd,pre_series_a_mrr_usd,pre_series_a_growth_3m,pre_series_a_prior_funding_usd,pre_series_a_burn_usd,burn_multiple,pipeline_conversion_rate,competition_density,sector_trend_score_at_investment,buzzword_density,prior_investor_reputation,syndicate_size,prior_investor_followon_rate,pre_series_a_val_rev_ratio,current_employee_count,raised_series_a_36m,exited_36m,shutdown_36m,success_36m,mrr_peak_usd_36m
Vertex OS,Climate,Seed,US,Operator,0.567,0.678,0.604,0.602,0.282,33,0,12,0,29,5,1,10358433.4,8408.86,0.055,209937.83,120319.69,20.0,0.071,2,0.69,0.533,0.47,1,0.449,7.651,11,1,1,1,0,44932.62
Nimbus Pulse,AI/ML,Seed,EU,Engineer,0.639,0.67,0.298,0.506,0.25,37,0,11,1,12,12,1,20899884.49,9719.88,0.18,371678.25,70718.83,3.36,0.14,6,0.585,0.174,0.041,2,0.49,6.639,15,1,0,1,0,10586.8
Sigma Bio,DevTools,Seed,UK,Visionary,0.734,0.481,0.691,0.378,0.507,33,0,11,1,18,14,2,9496838.13,33417.66,0.297,1043830.48,14163.13,0.119,0.281,3,0.696,0.89,0.071,1,0.479,7.6,35,1,0,0,1,2671508.8
Terra Works,SaaS,Seed,US,Engineer,0.664,0.759,0.399,0.538,0.358,36,0,15,0,39,10,2,46844520.18,36185.29,-0.072,936576.37,100881.02,20.0,0.15,7,0.525,0.327,0.304,2,0.396,21.125,13,1,1,1,0,90903.55
Polar Stack,SaaS,Pre-Seed,US,Engineer,0.693,0.718,0.424,0.534,0.537,38,0,18,0,9,2,0,69096017.39,13296.34,0.599,60939.33,64424.89,0.674,0.1,7,0.661,0.116,0.47,1,0.248,6.829,12,0,0,1,0,28085.22
Nimbus Labs,Fintech,Seed,UK,Visionary,0.835,0.599,0.597,0.521,0.44,42,0,12,1,27,14,1,14773372.93,43059.23,-0.052,664186.82,89908.08,20.0,0.018,4,0.464,0.153,0.396,4,0.728,36.55,9,0,0,1,0,88186.87
Hyper Works,DevTools,Pre-Seed,US,Visionary,0.589,0.403,0.596,0.61,0.474,32,0,3,0,1,2,0,16655728.54,10778.96,0.059,231979.52,86432.87,11.321,0.024,2,0.6,0.269,0.505,3,0.319,13.432,6,1,0,1,0,14879.86
Atlas Pulse,Bio/Health,Seed,LatAm,Visionary,0.679,0.476,0.601,0.615,0.437,35,0,6,0,20,5,1,13768763.58,4250.76,0.177,205249.51,108818.26,12.076,0.198,3,0.284,0.315,0.429,5,0.239,10.139,7,1,0,1,0,7117.36
Aero OS,Climate,Pre-Seed,EU,Salesperson,0.599,0.548,0.814,0.629,0.382,35,0,4,1,12,4,0,20889549.88,5852.77,0.438,97529.57,59723.95,1.941,0.112,4,0.523,0.066,0.537,1,0.189,11.879,5,1,0,1,0,33140.95
Zen Stack,Climate,Pre-Seed,EU,Visionary,0.74,0.585,0.675,0.444,0.462,23,0,6,1,4,2,0,907312.48,4718.97,0.308,73630.08,348.63,0.02,0.135,3,0.657,0.254,0.345,2,0.457,5.94,5,0,0,1,0,5856.34
Sigma Grid,AI/ML,Pre-Seed,US,Salesperson,0.543,0.586,0.826,0.662,0.488,40,0,12,0,25,2,0,9768746.43,20492.63,-0.024,48080.58,53200.75,20.0,0.131,4,0.669,0.313,0.217,2,0.347,6.122,3,0,0,1,0,24370.29
Zen Dynamics,SaaS,Pre-Seed,SEA,Engineer,0.582,0.707,0.313,0.552,0.341,35,0,15,0,1,8,1,7187705.35,16993.38,0.03,134686.72,52328.12,8.619,0.082,4,0.493,0.079,0.611,3,0.164,3.546,13,1,1,0,1,141612.53
Vertex Systems,Fintech,Seed,MENA,Operator,0.56,0.755,0.42,0.589,0.552,34,0,6,1,34,12,2,11863462.75,53929.98,-0.035,852638.22,97864.74,20.0,0.267,8,0.731,0.181,0.308,4,0.679,10.571,19,1,1,1,0,233851.47
Nimbus Analytics,Climate,Pre-Seed,SEA,Operator,0.467,0.709,0.541,0.496,0.476,38,0,11,1,24,3,0,16703719.22,0.0,-0.011,897534.38,27864.19,20.0,0.176,5,0.679,0.157,0.652,1,0.029,4.43,11,0,0,1,0,0.0
Flow Cloud,Hardware,Seed,MENA,Salesperson,0.555,0.584,0.863,0.613,0.485,30,2,11,0,20,11,2,102219935.52,16672.81,0.061,989374.65,33143.18,2.731,0.21,5,0.488,0.264,0.829,2,0.34,15.097,20,1,1,0,1,166240.06
Zen Logic,DevTools,Seed,UK,Visionary,0.838,0.565,0.627,0.59,0.643,31,0,14,1,19,12,1,7318545.98,21497.64,0.055,298354.73,62697.83,4.432,0.206,3,0.593,0.192,0.766,1,0.346,13.048,15,0,0,1,0,33104.81
Aero Pulse,Climate,Seed,LatAm,Operator,0.608,0.804,0.623,0.546,0.517,31,0,8,1,16,8,3,3793605.13,11484.63,0.027,693697.27,75605.06,20.0,0.125,3,0.631,0.272,0.306,4,0.684,10.082,14,0,0,1,0,13032.84
Aero Pulse,Fintech,Seed,US,Visionary,0.727,0.587,0.681,0.547,0.408,24,0,11,0,31,12,1,8713021.47,13920.06,0.155,356892.55,77742.44,3.006,0.248,5,0.449,0.485,0.838,3,0.375,10.786,19,1,0,1,0,126706.17
Sigma Stack,SaaS,Pre-Seed,EU,Visionary,0.797,0.464,0.725,0.523,0.459,40,0,9,1,17,5,2,15088261.03,41081.43,0.182,325025.03,40992.22,0.457,0.07,2,0.473,0.136,0.673,2,0.339,4.3,17,1,1,0,1,1121167.12
Terra AI,Fintech,Pre-Seed,US,Engineer,0.765,0.775,0.401,0.577,0.36,44,1,4,0,21,5,3,8926714.0,0.0,-0.029,366843.18,17623.18,20.0,0.229,5,0.585,0.647,0.989,1,0.568,2.762,13,1,0,1,0,0.0
Flow Bio,Hardware,Seed,US,Visionary,0.767,0.524,0.725,0.38,0.542,29,0,12,1,19,17,2,26811907.17,12203.04,0.164,421172.72,38865.16,1.616,0.188,3,0.631,0.125,0.562,4,0.348,4.644,12,1,1,0,1,271002.86
Quantum Works,Hardware,Pre-Seed,LatAm,Visionary,0.716,0.647,0.66,0.356,0.553,36,0,6,0,17,7,0,14982287.08,5414.05,0.086,105212.86,30555.28,5.478,0.147,2,0.571,0.171,0.681,2,0.08,8.16,14,1,1,1,0,44089.61
Atlas OS,DevTools,Pre-Seed,US,Visionary,0.641,0.435,0.702,0.628,0.378,39,0,8,1,16,7,0,113864741.8,0.0,-0.11,97914.87,73323.91,20.0,0.042,2,0.221,0.02,0.747,2,0.344,3.126,16,0,0,1,0,0.0
Sigma Pulse,Climate,Seed,SEA,Operator,0.517,0.79,0.482,0.479,0.471,28,0,7,1,22,18,2,26902700.96,2707.79,0.225,272746.92,67629.19,9.24,0.294,4,0.616,0.142,0.469,3,0.399,13.617,30,1,0,1,0,8556.65
Urban Labs,Bio/Health,Pre-Seed,MENA,Engineer,0.558,0.569,0.38,0.407,0.379,35,0,9,0,24,7,2,8723671.89,1897.52,0.122,133126.24,19394.19,6.954,0.171,5,0.606,0.057,0.481,1,0.353,6.899,3,0,0,1,0,3292.67
Vertex Analytics,Fintech,Seed,MENA,Operator,0.559,0.779,0.591,0.726,0.295,27,0,12,0,24,9,1,26035208.16,19886.89,0.308,463440.69,72222.93,0.983,0.088,1,0.757,0.136,0.609,1,0.624,14.83,29,1,1,0,1,2005545.84
Spark Systems,DevTools,Pre-Seed,EU,Operator,0.624,0.81,0.559,0.475,0.392,29,0,6,1,23,2,1,14018027.99,15686.24,0.112,200442.66,66045.23,3.123,0.059,3,0.772,0.144,0.511,2,0.517,8.743,7,1,1,0,1,254507.27
Urban Pulse,Hardware,Pre-Seed,EU,Visionary,0.826,0.414,0.605,0.541,0.459,22,0,4,1,1,2,2,22953883.09,15830.09,0.217,319853.22,94751.37,2.296,0.267,3,0.414,0.271,0.228,1,0.187,16.083,1,0,0,1,0,32273.38
Flow Logic,Hardware,Pre-Seed,UK,Salesperson,0.678,0.555,0.905,0.44,0.422,39,0,9,1,27,19,0,10148365.14,0.0,0.205,125766.82,65624.7,20.0,0.226,2,0.526,0.392,0.385,1,0.253,10.205,18,0,0,1,0,0.0
Polar Stack,Fintech,Seed,UK,Engineer,0.726,0.853,0.433,0.38,0.482,28,0,8,0,38,8,2,32236290.72,22051.7,0.042,2952872.87,5415.81,0.488,0.157,7,0.734,0.547,0.458,2,0.41,20.924,16,1,1,0,1,249556.84
Urban Dynamics,Hardware,Seed,EU,Operator,0.622,0.589,0.717,0.429,0.537,26,0,9,1,25,11,1,5656449.07,11906.44,-0.08,2772278.36,52970.72,20.0,0.178,6,0.316,0.164,0.514,2,0.359,8.59,13,0,0,1,0,12319.96
Hyper Cloud,SaaS,Seed,US,Operator,0.615,0.656,0.523,0.548,0.367,39,0,7,1,33,12,1,6341371.08,4212.3,0.252,398443.31,95428.32,7.493,0.175,4,0.469,0.286,0.435,3,0.29,5.347,11,0,0,1,0,5936.37
Polar Dynamics,SaaS,Seed,US,Visionary,0.699,0.419,0.807,0.523,0.572,29,0,16,0,33,13,1,38412250.85,35138.01,-0.011,870527.82,14118.63,20.0,0.183,7,0.255,0.095,0.351,4,0.619,11.528,14,1,0,1,0,42017.11
Zen Cloud,DevTools,Seed,US,Operator,0.568,0.723,0.521,0.733,0.349,40,0,9,0,41,8,1,11232853.2,43969.46,0.241,827386.3,115372.71,0.908,0.17,2,0.544,0.245,0.289,2,0.431,13.736,23,1,1,0,1,1717093.0
Vertex Dynamics,Fintech,Pre-Seed,LatAm,Engineer,0.523,0.741,0.499,0.573,0.414,30,0,18,1,20,12,1,61190390.83,0.0,0.096,210932.8,48131.44,20.0,0.142,2,0.46,0.4,0.0,3,0.386,3.988,8,0,0,1,0,0.0
Hyper Grid,Hardware,Pre-Seed,SEA,Visionary,0.827,0.415,0.501,0.436,0.402,42,1,7,1,20,2,1,36751720.23,0.0,-0.175,118339.63,16288.96,20.0,0.192,4,0.28,0.087,0.472,1,0.703,9.194,7,0,0,1,0,0.0
Spark AI,Fintech,Seed,EU,Engineer,0.488,0.694,0.395,0.49,0.442,40,0,7,0,29,12,3,10018484.59,34453.9,0.192,669765.97,78639.02,0.991,0.308,5,0.525,0.145,0.529,2,0.355,16.644,4,0,0,1,0,138047.49
Aero Labs,SaaS,Seed,SEA,Visionary,0.75,0.51,0.637,0.409,0.596,25,0,16,1,30,5,2,56271351.68,12802.03,0.633,465530.66,90980.81,0.935,0.415,4,0.648,0.04,0.599,2,0.779,9.993,10,0,0,1,0,31997.25
Zen Works,SaaS,Pre-Seed,India,Visionary,0.69,0.571,0.717,0.453,0.468,37,0,3,1,9,9,2,8568759.14,22752.59,-0.047,110228.32,92605.92,20.0,0.153,3,0.56,0.074,0.476,3,0.159,8.795,7,0,0,1,0,28678.65
Aero Grid,Climate,Seed,US,Visionary,0.73,0.426,0.581,0.317,0.607,41,0,5,1,34,10,1,10910390.94,25434.93,0.434,418193.98,115131.84,0.869,0.267,2,0.578,0.102,0.31,3,0.15,15.52,16,0,0,1,0,29343.18
Spark Bio,Hardware,Pre-Seed,India,Salesperson,0.67,0.513,0.754,0.571,0.611,32,0,13,0,27,2,1,5791413.5,8677.35,0.153,1373147.45,56585.36,3.558,0.169,5,0.348,0.053,0.258,2,0.405,9.173,2,1,0,1,0,18460.97
Vertex Forge,Climate,Pre-Seed,India,Operator,0.627,0.762,0.546,0.6,0.444,38,0,11,1,22,2,0,55773204.95,8771.3,0.142,559023.21,33985.66,2.276,0.149,2,0.597,0.175,0.703,1,0.496,2.427,1,1,0,1,0,20778.52
Vertex OS,Hardware,Pre-Seed,EU,Operator,0.59,0.783,0.574,0.67,0.403,38,0,2,0,11,3,0,22465289.28,8174.28,-0.164,77068.52,13690.34,20.0,0.23,1,0.506,0.143,0.445,2,0.109,8.523,21,0,0,1,0,8174.28
Atlas Dynamics,Bio/Health,Seed,UK,Visionary,0.614,0.472,0.687,0.484,0.474,28,0,9,0,30,13,2,42332632.27,0.0,-0.265,246507.21,48016.33,20.0,0.314,4,0.395,0.383,0.742,1,0.233,5.567,14,0,0,1,0,0.0
Aero Works,Bio/Health,Seed,US,Operator,0.522,0.765,0.457,0.525,0.295,26,0,10,0,36,15,1,48874198.66,6966.5,0.073,377834.66,90464.57,14.876,0.161,1,0.488,0.19,0.338,3,0.49,8.652,18,1,0,1,0,12338.01
Nova Logic,Fintech,Pre-Seed,US,Operator,0.699,0.611,0.49,0.595,0.381,29,0,9,1,24,7,1,14283782.26,13266.7,0.097,37143.61,48075.71,3.125,0.247,2,0.579,0.039,0.736,1,0.124,5.412,1,1,1,1,0,171977.18
Sigma Stack,Bio/Health,Seed,MENA,Visionary,0.818,0.467,0.725,0.425,0.422,28,0,24,1,19,11,2,11422151.65,15895.15,0.19,322713.56,69770.19,1.923,0.192,4,0.179,0.277,0.452,4,0.246,3.612,14,0,1,1,0,37146.58
Nimbus Dynamics,DevTools,Pre-Seed,EU,Visionary,0.805,0.705,0.587,0.459,0.504,43,0,9,1,1,2,1,19337774.08,1835.71,0.121,121023.23,14192.34,5.306,0.174,2,0.638,0.011,0.457,1,0.348,5.347,6,0,0,1,0,2553.08
Quantum Works,SaaS,Pre-Seed,EU,Operator,0.613,0.818,0.567,0.534,0.37,44,0,7,1,20,4,0,10527304.81,28148.57,0.171,105060.91,88344.02,1.531,0.334,5,0.59,0.153,0.633,1,0.303,7.925,10,0,0,1,0,35406.87
Terra Cloud,Bio/Health,Pre-Seed,EU,Operator,0.549,0.934,0.619,0.468,0.396,32,0,6,1,22,13,0,11412887.12,9333.12,0.289,370634.32,33565.42,1.037,0.273,4,0.298,0.039,0.59,2,0.153,4.488,25,1,0,1,0,14786.57
Nova AI,AI/ML,Pre-Seed,LatAm,Visionary,0.821,0.562,0.749,0.465,0.504,37,0,5,1,20,6,1,9450958.69,17197.83,0.25,258239.37,4298.02,0.083,0.287,1,0.5,0.225,0.246,1,0.178,9.95,27,1,0,0,1,1068200.42
Flow Analytics,SaaS,Pre-Seed,EU,Visionary,0.676,0.404,0.597,0.463,0.541,29,0,9,1,8,4,0,19468865.9,12063.65,0.075,49743.98,25790.16,2.37,0.237,5,0.476,0.364,0.475,2,0.43,11.206,15,1,0,1,0,13329.19
Sigma Grid,DevTools,Seed,India,Engineer,0.631,0.64,0.362,0.481,0.489,44,0,10,0,44,10,1,59496275.2,11845.72,-0.017,733979.74,45941.49,20.0,0.129,1,0.386,0.333,0.296,2,0.246,8.187,9,0,0,1,0,14820.01
Flow Systems,DevTools,Pre-Seed,India,Engineer,0.652,0.75,0.401,0.511,0.488,21,0,10,0,21,9,0,6887611.84,30044.25,0.016,443418.54,28855.47,5.144,0.353,2,0.621,0.337,0.412,1,0.356,7.313,8,0,0,1,0,67245.55
Atlas OS,Climate,Seed,EU,Engineer,0.551,0.592,0.305,0.674,0.42,20,0,12,1,29,11,2,38636146.28,14814.98,0.157,822245.93,86039.79,3.086,0.355,4,0.28,0.298,0.383,1,0.148,6.819,17,0,0,1,0,20888.23
Aero Grid,Fintech,Seed,EU,Visionary,0.744,0.412,0.56,0.483,0.399,32,0,13,0,19,11,1,18280030.29,11130.93,-0.046,360202.73,82501.01,20.0,0.127,3,0.548,0.098,1.0,3,0.437,10.313,42,1,1,0,1,154361.0
Terra AI,DevTools,Seed,EU,Engineer,0.622,0.713,0.379,0.567,0.524,34,0,9,0,33,7,1,23469200.4,0.0,0.17,344140.41,65685.57,20.0,0.196,5,0.421,0.13,0.844,3,0.101,11.678,23,0,0,1,0,0.0
Nimbus Forge,SaaS,Seed,UK,Engineer,0.577,0.625,0.402,0.583,0.456,34,1,16,0,26,13,2,26751650.34,35249.43,0.047,263281.72,119338.05,6.017,0.197,5,0.917,0.33,0.205,2,0.534,11.767,16,1,0,1,0,56857.27
Hyper Systems,Fintech,Seed,MENA,Operator,0.605,0.765,0.532,0.685,0.386,25,0,15,1,25,8,1,7192364.6,8494.32,-0.149,216074.69,103407.71,20.0,0.188,2,0.601,0.044,0.58,2,0.761,9.265,9,0,0,1,0,15050.95
Aero Forge,Bio/Health,Seed,UK,Salesperson,0.484,0.59,0.746,0.514,0.314,37,0,12,0,33,12,0,15619118.89,12971.72,0.242,291767.42,88295.25,2.347,0.215,2,0.634,0.3,0.716,3,0.234,10.702,9,1,0,1,0,27762.16
Hyper Stack,Hardware,Seed,EU,Operator,0.611,0.701,0.531,0.61,0.487,41,0,19,0,51,7,2,21150506.03,11218.88,0.288,240728.62,75081.66,1.936,0.248,1,0.628,0.188,0.366,4,0.0,10.415,8,0,0,1,0,62056.95
Aero Cloud,SaaS,Pre-Seed,EU,Visionary,0.848,0.628,0.801,0.442,0.482,39,0,9,1,3,6,0,5390965.23,0.0,0.03,140755.63,67128.61,20.0,0.027,3,0.572,0.107,0.324,1,0.455,9.853,4,0,0,1,0,0.0
Nimbus Works,SaaS,Seed,US,Engineer,0.573,0.738,0.358,0.539,0.319,36,0,16,0,37,18,2,19329192.12,24575.72,0.3,481922.1,88327.86,0.997,0.099,3,0.688,0.366,0.621,2,0.247,19.17,26,0,0,1,0,36442.57
Aero Cloud,Bio/Health,Seed,US,Visionary,0.691,0.39,0.622,0.424,0.361,22,0,10,1,6,10,1,19324591.73,20322.68,0.335,800779.24,101795.94,1.245,0.067,3,0.657,0.169,0.262,2,0.506,15.151,26,1,0,0,1,419770.58
Hyper OS,Climate,Seed,US,Engineer,0.704,0.752,0.453,0.549,0.489,31,0,11,0,29,12,1,3486608.92,25404.15,0.172,1091806.17,120756.66,2.308,0.221,3,0.545,0.409,0.483,2,0.904,9.101,14,1,0,1,0,93122.13
Quantum Logic,SaaS,Pre-Seed,US,Visionary,0.638,0.47,0.722,0.286,0.434,24,0,16,1,8,10,0,4644158.28,5063.13,0.335,259464.19,77471.01,3.81,0.089,3,0.48,0.052,0.884,1,0.601,7.528,15,1,1,1,0,9764.61
Nova Works,Bio/Health,Seed,EU,Operator,0.615,0.783,0.536,0.69,0.491,46,0,14,1,9,8,1,3366421.71,18488.13,0.011,175847.91,113616.51,20.0,0.147,3,0.683,0.106,0.374,3,0.499,18.377,11,0,0,1,0,20878.58
Aero Analytics,DevTools,Seed,US,Visionary,0.779,0.381,0.655,0.3,0.446,23,1,15,0,30,11,2,19421014.97,35299.03,-0.106,495870.18,131308.87,20.0,0.182,5,0.745,0.303,0.108,4,0.35,8.427,22,0,0,1,0,41171.82
Polar Drive,Climate,Seed,SEA,Operator,0.602,0.756,0.487,0.528,0.379,24,0,10,1,30,10,0,13361092.72,2977.4,0.303,1213563.07,98017.13,9.044,0.159,3,0.393,0.483,0.407,3,0.383,16.137,14,0,0,1,0,3775.31
Aero Dynamics,SaaS,Pre-Seed,EU,Operator,0.513,0.651,0.553,0.58,0.436,38,0,6,1,12,6,1,41312045.54,0.0,0.044,78482.08,50052.82,20.0,0.172,4,0.423,0.261,0.499,1,0.429,11.621,1,1,0,1,0,0.0
Urban Forge,DevTools,Seed,EU,Engineer,0.664,0.62,0.392,0.528,0.51,35,0,17,1,37,23,3,3869375.11,0.0,0.011,138263.43,112277.04,20.0,0.11,5,0.63,0.512,0.115,3,0.379,8.653,32,0,0,1,0,0.0
Flow Dynamics,Climate,Pre-Seed,India,Salesperson,0.656,0.557,0.804,0.611,0.515,34,0,11,0,24,2,1,12108448.32,3076.66,0.023,79380.71,13809.19,16.511,0.16,4,0.501,0.113,0.386,1,0.534,5.655,1,0,0,1,0,3915.14
Hyper Stack,SaaS,Pre-Seed,EU,Operator,0.417,0.675,0.499,0.512,0.415,39,0,12,0,27,2,2,9390429.47,14853.52,0.1,166866.73,36872.02,2.065,0.069,4,0.334,0.355,0.216,2,0.028,6.848,11,1,1,0,1,62970.25
Spark Labs,Fintech,Seed,EU,Visionary,0.687,0.477,0.572,0.36,0.473,31,0,7,0,40,13,1,23422315.95,13276.19,0.081,618686.31,123692.6,9.612,0.107,3,0.575,0.435,0.777,2,0.703,4.729,15,0,0,1,0,20623.43
Urban AI,Climate,Seed,US,Visionary,0.794,0.531,0.645,0.498,0.39,29,0,16,1,28,17,2,7442667.65,19744.17,0.135,256873.38,135190.64,4.234,0.229,4,0.396,0.081,0.207,2,0.315,9.164,24,0,0,1,0,26487.68
Terra Dynamics,SaaS,Pre-Seed,US,Visionary,0.812,0.435,0.582,0.462,0.434,37,0,11,1,30,4,1,14573510.86,4213.06,0.428,189107.78,1410.78,0.065,0.161,5,0.274,0.121,0.781,1,0.569,6.521,20,1,1,0,1,193922.59
Terra Forge,Fintech,Seed,EU,Engineer,0.676,0.599,0.425,0.461,0.343,36,0,13,0,21,3,1,7663460.47,31696.61,0.147,528229.15,21326.46,0.38,0.04,5,0.547,0.227,0.498,2,0.182,14.229,6,1,0,1,0,33718.39
Spark AI,SaaS,Pre-Seed,UK,Engineer,0.603,0.56,0.498,0.591,0.516,30,0,6,1,18,11,0,14735265.16,26794.6,0.364,172419.77,89199.09,0.762,0.177,3,0.645,0.233,0.439,1,0.232,3.5,14,0,0,1,0,50500.41
Nimbus AI,Hardware,Seed,US,Visionary,0.749,0.522,0.748,0.423,0.496,37,0,19,0,27,14,0,58432422.44,132.53,0.079,551710.2,95781.48,20.0,0.111,1,0.346,0.146,0.412,2,0.311,17.089,11,0,0,1,0,170.22
Vertex Dynamics,Climate,Seed,India,Operator,0.59,0.651,0.562,0.597,0.375,25,0,10,1,29,6,1,55716811.38,20595.18,0.275,511689.21,71049.51,1.044,0.232,5,0.504,0.025,0.263,2,0.484,5.893,25,1,1,0,1,544723.12
Aero Cloud,Bio/Health,Pre-Seed,SEA,Visionary,0.802,0.444,0.669,0.345,0.524,29,0,11,0,12,2,0,5772347.07,15613.82,0.012,454789.41,48206.05,20.0,0.192,3,0.518,0.101,0.434,2,0.251,4.652,3,0,0,1,0,16801.7
Aero OS,Climate,Pre-Seed,EU,Engineer,0.555,0.641,0.38,0.549,0.437,37,1,8,0,16,2,1,6765312.73,8565.68,0.209,380189.82,40929.56,1.908,0.104,1,0.545,0.136,0.484,1,0.134,6.377,1,1,0,1,0,10586.23
Nova Logic,SaaS,Pre-Seed,US,Visionary,0.931,0.616,0.757,0.481,0.4,36,0,11,1,18,2,1,25023707.91,0.0,-0.333,447057.96,49510.93,20.0,0.152,4,0.6,0.176,0.51,2,0.406,5.951,1,0,0,1,0,0.0
Urban Drive,DevTools,Seed,MENA,Engineer,0.52,0.601,0.255,0.525,0.463,34,0,15,1,18,13,1,22186056.58,21925.96,0.167,237281.39,117249.2,2.664,0.091,1,0.342,0.501,0.367,3,0.131,14.515,19,0,0,1,0,36785.95
Atlas Bio,AI/ML,Seed,India,Operator,0.549,0.721,0.58,0.455,0.345,33,0,12,1,29,11,1,6771023.66,12294.94,0.127,581187.9,76003.72,4.053,0.158,3,0.568,0.09,0.206,3,0.382,6.902,10,1,0,1,0,94427.48
Quantum Pulse,DevTools,Seed,UK,Operator,0.607,0.638,0.509,0.507,0.359,34,0,15,1,41,5,1,25224996.81,51042.63,0.138,100589.21,38741.74,0.458,0.166,4,0.806,0.199,0.341,1,0.368,6.96,2,1,1,0,1,1323607.97
Spark Dynamics,Fintech,Pre-Seed,SEA,Engineer,0.739,0.55,0.298,0.521,0.386,36,0,11,1,1,3,1,6635351.3,0.0,-0.259,96619.1,5008.06,20.0,0.215,2,0.66,0.042,0.647,1,0.165,4.509,4,0,0,1,0,0.0
Sigma Logic,Bio/Health,Pre-Seed,EU,Engineer,0.521,0.665,0.365,0.457,0.322,27,0,8,1,13,8,1,6458724.94,17547.77,0.243,113367.04,14058.21,0.275,0.081,0,0.545,0.059,0.636,1,0.283,3.061,27,1,1,0,1,1550133.42
Eco Forge,Hardware,Seed,US,Visionary,0.757,0.563,0.821,0.558,0.372,29,0,13,1,36,8,2,7239159.39,17934.8,0.254,163925.95,40407.45,0.74,0.171,4,0.527,0.034,0.297,2,0.321,7.145,18,1,1,1,0,567823.5
Polar Works,Fintech,Seed,EU,Visionary,0.762,0.571,0.605,0.412,0.384,34,0,11,0,9,11,1,13128730.17,21078.06,0.04,512698.96,66207.24,6.562,0.259,8,0.616,0.03,0.657,1,0.756,4.827,15,1,0,1,0,41497.91
Spark Logic,Hardware,Pre-Seed,UK,Operator,0.638,0.854,0.459,0.594,0.415,40,0,3,0,18,8,1,4603285.83,3404.41,0.072,58940.79,37747.53,12.852,0.252,4,0.658,0.21,0.318,1,0.406,8.99,12,1,0,1,0,17179.54
Hyper Logic,Bio/Health,Seed,UK,Visionary,0.779,0.646,0.648,0.374,0.295,31,0,8,0,23,15,3,9309798.95,3622.76,0.189,793263.99,52215.28,6.351,0.155,0,0.584,0.193,0.403,2,0.164,12.108,25,1,0,0,1,174762.76
Aero AI,AI/ML,Seed,US,Operator,0.514,0.855,0.644,0.449,0.503,35,0,17,0,35,17,3,14701305.34,28528.08,0.391,963832.15,111731.2,0.834,0.157,2,0.66,0.014,0.258,4,0.13,19.871,30,1,0,1,0,80218.29
Urban Labs,Fintech,Seed,EU,Engineer,0.626,0.797,0.293,0.402,0.423,33,0,11,0,41,14,2,13259501.56,33108.38,0.132,700004.79,43093.19,0.822,0.244,2,0.484,0.174,0.182,1,0.449,5.042,21,1,0,1,0,331117.86
Eco Pulse,DevTools,Seed,EU,Operator,0.51,0.707,0.557,0.518,0.401,24,0,7,1,21,10,0,32646119.58,18403.55,0.115,452662.13,47915.38,1.89,0.197,4,0.6,0.09,0.436,2,0.543,9.411,11,0,0,1,0,22973.66
Terra Cloud,DevTools,Seed,India,Visionary,0.795,0.598,0.746,0.338,0.324,34,0,6,1,34,16,2,4960977.16,32272.96,0.015,432278.85,41326.37,6.967,0.187,3,0.512,0.286,0.346,3,0.491,9.812,9,1,0,1,0,158823.05
Sigma Grid,SaaS,Seed,EU,Visionary,0.789,0.541,0.703,0.437,0.601,41,1,12,1,33,15,2,9789734.3,53572.74,-0.103,390100.18,81305.23,20.0,0.05,2,0.606,0.391,0.632,3,0.402,19.003,13,1,0,1,0,75507.98
Quantum Works,Hardware,Seed,US,Operator,0.495,0.814,0.494,0.613,0.417,23,0,6,0,26,21,2,3973128.83,3187.76,0.191,565108.58,82900.08,11.318,0.104,2,0.55,0.014,0.761,2,0.604,13.832,31,1,0,0,1,160231.32
Flow Stack,AI/ML,Seed,EU,Engineer,0.593,0.638,0.316,0.509,0.368,34,0,15,1,32,12,3,11503364.56,12266.5,0.163,213694.14,71041.6,2.968,0.164,3,0.651,0.302,0.219,2,0.357,11.882,23,0,0,1,0,42281.8
Sigma Systems,AI/ML,Seed,UK,Visionary,0.77,0.483,0.459,0.324,0.548,34,0,11,1,36,13,1,7522308.0,0.0,-0.025,298300.98,86447.15,20.0,0.144,2,0.51,0.143,0.308,3,0.166,17.713,12,0,0,1,0,0.0
Atlas Systems,Fintech,Seed,MENA,Engineer,0.717,0.784,0.27,0.52,0.528,32,0,15,1,21,12,3,1608857.82,17754.15,0.133,277441.03,47777.74,1.686,0.058,3,0.343,0.361,0.13,1,0.262,12.054,11,1,0,1,0,25217.45
Flow Logic,Bio/Health,Seed,UK,Visionary,0.85,0.454,0.615,0.505,0.338,43,1,17,1,26,12,0,13294190.02,18174.71,0.236,587789.84,32858.34,0.637,0.18,2,0.516,0.23,0.732,3,0.752,12.93,25,1,0,0,1,498421.9
Urban OS,Climate,Seed,US,Operator,0.735,0.722,0.603,0.596,0.395,31,0,12,1,20,10,2,6062347.65,0.0,-0.317,691094.43,98791.62,20.0,0.228,1,0.425,0.259,0.383,2,0.468,3.964,18,0,0,1,0,0.0
