company,sector,stage_at_observation,location,ceo_personality,team_openness_mean,team_conscientiousness_mean,team_extraversion_mean,team_agreeableness_mean,team_neuroticism_mean,founder_age,founder_prev_exits,founder_experience_years_pre,founder_tech_background,pre_series_a_months_since_founded,pre_series_a_team_size,pre_series_a_release_freq,market_size_usd,pre_series_a_mrr_usd,pre_series_a_growth_3m,pre_series_a_prior_funding_usd,pre_series_a_burn_usd,burn_multiple,pipeline_conversion_rate,competition_density,sector_trend_score_at_investment,buzzword_density,prior_investor_reputation,syndicate_size,prior_investor_followon_rate,pre_series_a_val_rev_ratio,current_employee_count,raised_series_a_36m,exited_36m,shutdown_36m,success_36m,mrr_peak_usd_36m
Eco Bio,SaaS,Seed,EU,Operator,0.583,0.687,0.487,0.572,0.345,30,1,10,1,11,5,1,17788746.02,54242.21,-0.011,556938.18,33325.48,20.0,0.086,4,0.45,0.142,0.832,4,0.222,4.059,6,1,0,0,1,451089.09
Vertex OS,SaaS,Seed,US,Visionary,0.742,0.479,0.65,0.428,0.43,30,0,13,1,24,2,2,6489510.54,17818.57,0.283,766199.2,114816.84,1.897,0.218,4,0.607,0.104,0.527,1,0.397,20.041,2,0,0,1,0,39055.03
Quantum Works,DevTools,Seed,US,Salesperson,0.688,0.512,0.886,0.587,0.514,36,0,6,1,28,17,1,4417462.77,3331.59,0.308,298353.44,70391.18,5.713,0.294,4,0.588,0.57,0.408,2,0.42,22.028,24,0,0,1,0,5574.81
Nova Works,SaaS,Pre-Seed,EU,Salesperson,0.574,0.567,0.751,0.565,0.496,32,0,10,1,7,2,0,9222588.22,0.0,0.195,255731.21,9231.56,20.0,0.063,5,0.475,0.314,0.415,1,0.111,7.84,2,0,0,1,0,0.0
Terra Drive,SaaS,Seed,EU,Engineer,0.533,0.726,0.365,0.644,0.285,29,0,16,1,40,7,1,5912642.22,34996.37,0.08,319907.5,61982.19,1.839,0.129,0,0.385,0.163,0.339,4,0.407,13.37,9,1,0,0,1,666280.02
Urban Pulse,Bio/Health,Seed,LatAm,Engineer,0.591,0.742,0.329,0.477,0.358,35,0,13,1,32,9,1,3587773.32,2603.87,-0.014,99463.01,52209.52,20.0,0.069,1,0.371,0.295,0.501,1,0.211,3.453,11,0,0,1,0,2734.43
Zen Analytics,Fintech,Seed,EU,Operator,0.646,0.737,0.528,0.52,0.417,39,0,13,0,16,6,2,6391494.27,35765.27,0.309,488898.4,91145.22,0.686,0.114,5,0.385,0.237,0.836,1,0.266,3.009,8,1,1,1,0,121171.04
Spark Works,Bio/Health,Pre-Seed,US,Visionary,0.705,0.476,0.675,0.306,0.392,31,0,10,1,16,5,1,17095830.33,18564.26,0.353,593102.53,14301.55,0.182,0.204,3,0.44,0.397,0.305,3,0.357,3.549,6,1,0,1,0,254556.39
Flow Grid,Hardware,Pre-Seed,EU,Visionary,0.689,0.378,0.694,0.457,0.467,20,0,14,0,17,8,0,38139760.86,9390.91,0.307,167692.94,8348.19,0.241,0.254,3,0.488,0.054,0.421,1,0.292,7.542,10,1,1,0,1,176042.75
Spark Drive,Bio/Health,Seed,SEA,Operator,0.478,0.756,0.488,0.517,0.371,22,0,10,0,33,8,1,17324390.95,2071.98,0.197,2200557.88,83848.56,17.101,0.221,4,0.521,0.036,0.575,2,0.456,12.148,10,1,0,1,0,4203.79
Vertex AI,Fintech,Seed,SEA,Operator,0.545,0.668,0.561,0.785,0.543,20,0,10,0,26,12,1,21495474.14,5836.42,0.361,1531313.94,96597.45,3.819,0.15,3,0.34,0.223,0.482,2,0.3,12.509,16,0,0,1,0,15726.42
Flow Stack,Fintech,Seed,Africa,Engineer,0.616,0.576,0.285,0.529,0.579,46,1,14,1,23,12,4,9077708.48,19716.1,0.033,266054.65,63862.24,8.07,0.207,4,0.667,0.466,0.427,2,0.304,16.488,16,1,0,1,0,80824.06
Polar Cloud,Bio/Health,Pre-Seed,EU,Visionary,0.795,0.4,0.644,0.531,0.344,31,0,7,0,17,10,1,13582648.77,8384.45,0.151,106875.29,65009.39,4.267,0.089,3,0.361,0.423,0.223,2,0.3,11.65,12,1,0,1,0,13827.1
Urban Analytics,Hardware,Seed,UK,Engineer,0.632,0.678,0.321,0.515,0.452,33,0,15,0,40,2,2,33139339.45,0.0,-0.068,184982.03,50977.25,20.0,0.265,5,0.402,0.179,0.64,2,0.379,8.704,2,0,0,1,0,0.0
Polar Bio,DevTools,Seed,US,Operator,0.38,0.717,0.484,0.472,0.451,39,0,12,1,18,5,2,14146487.05,21912.25,0.258,141312.62,44053.97,0.649,0.061,5,0.827,0.037,0.465,3,0.224,13.215,7,1,0,0,1,735782.42
Vertex AI,Bio/Health,Seed,US,Engineer,0.659,0.563,0.419,0.568,0.429,36,0,18,0,30,7,1,19672507.57,9455.01,0.227,182529.36,79609.91,3.085,0.213,1,0.58,0.132,0.255,3,0.4,9.723,9,1,1,0,1,236095.04
Nova Cloud,Fintech,Pre-Seed,US,Engineer,0.695,0.683,0.402,0.412,0.474,32,0,5,0,36,9,1,11072631.42,0.0,0.175,90036.91,86169.72,20.0,0.01,3,0.814,0.149,0.097,1,0.225,12.706,12,0,0,1,0,0.0
Spark Grid,AI/ML,Pre-Seed,SEA,Salesperson,0.569,0.427,0.736,0.396,0.499,37,0,7,1,27,16,0,11561251.92,10773.15,0.301,346946.22,41087.43,1.057,0.119,3,0.523,0.299,0.4,1,0.476,4.339,22,0,0,1,0,14550.48
Spark Stack,SaaS,Seed,EU,Operator,0.455,0.598,0.661,0.535,0.425,48,1,10,1,23,14,0,12454475.09,28758.42,0.4,544200.96,92644.96,0.671,0.268,1,0.648,0.151,0.692,1,0.374,3.575,20,1,1,0,1,2000763.61
Spark Labs,Fintech,Pre-Seed,UK,Salesperson,0.681,0.583,0.678,0.549,0.331,27,0,4,1,24,5,2,10035112.54,0.0,0.192,220840.51,62101.5,20.0,0.132,4,0.396,0.14,0.551,2,0.575,10.131,6,0,0,1,0,0.0
Urban OS,Hardware,Seed,EU,Engineer,0.602,0.535,0.417,0.599,0.267,38,0,11,1,46,16,2,65414956.24,11258.74,0.284,1122535.9,165150.19,4.304,0.145,4,0.091,0.079,0.236,3,0.096,3.254,21,0,1,1,0,30468.01
Sigma Dynamics,DevTools,Pre-Seed,US,Salesperson,0.674,0.455,0.76,0.44,0.383,34,0,6,1,27,19,1,12321391.08,20335.92,0.324,78275.36,4784.62,0.06,0.084,3,0.78,0.562,0.701,3,0.69,4.316,27,1,0,1,0,453363.31
Zen Drive,Climate,Seed,US,Visionary,0.703,0.457,0.476,0.545,0.453,41,0,14,1,20,15,2,5209130.94,2478.89,0.326,337798.59,83831.91,8.653,0.155,5,0.379,0.495,0.27,2,0.227,10.791,20,0,0,1,0,9938.07
Aero Stack,SaaS,Pre-Seed,EU,Salesperson,0.609,0.651,0.81,0.575,0.435,44,0,2,0,2,2,2,982798.65,7865.86,0.136,57701.92,9772.35,0.763,0.133,5,0.313,0.063,0.374,1,0.0,6.081,2,0,0,1,0,10474.89
Eco Grid,Bio/Health,Pre-Seed,US,Operator,0.471,0.75,0.418,0.49,0.443,42,0,8,0,17,12,0,27189680.89,2780.61,0.014,277082.66,37566.83,20.0,0.136,5,0.18,0.278,0.117,1,0.378,4.933,12,0,0,1,0,3122.2
Aero Pulse,Bio/Health,Seed,US,Operator,0.642,0.631,0.523,0.544,0.431,34,0,8,1,19,8,3,18436944.58,5757.69,0.021,758796.15,107399.72,20.0,0.248,4,0.493,0.126,0.289,3,0.504,17.627,10,0,0,1,0,6951.59
Atlas Analytics,Fintech,Seed,US,Salesperson,0.627,0.554,0.717,0.595,0.274,29,0,6,0,28,14,2,63349343.57,35487.07,0.304,786738.63,89073.82,0.688,0.073,4,0.601,0.32,0.548,2,0.631,3.371,17,1,0,1,0,204892.5
Atlas Stack,AI/ML,Seed,EU,Visionary,0.728,0.407,0.643,0.492,0.617,42,0,11,0,37,22,3,3026924.6,12950.0,0.137,828561.87,49149.61,2.312,0.136,3,0.296,0.181,0.309,2,0.111,5.017,28,1,0,1,0,29877.34
Flow Bio,SaaS,Pre-Seed,US,Salesperson,0.606,0.394,0.813,0.449,0.499,37,0,5,0,10,4,1,9837209.23,5626.46,0.001,272332.53,39515.41,20.0,0.219,4,0.399,0.044,0.647,1,0.586,5.095,4,1,1,0,1,25351.94
Nova Logic,SaaS,Seed,India,Salesperson,0.604,0.493,0.743,0.602,0.458,38,0,11,1,17,21,1,20500195.46,7400.51,0.288,180816.15,36387.7,1.422,0.148,4,0.489,0.129,0.521,1,0.043,8.644,28,0,1,1,0,8125.41
Sigma Cloud,Fintech,Seed,EU,Visionary,0.728,0.57,0.585,0.5,0.358,26,0,13,0,39,2,1,14906238.01,21172.21,0.364,1442220.47,69167.38,0.749,0.239,9,0.382,0.519,0.571,2,0.283,8.615,2,0,0,1,0,42554.88
Quantum Bio,SaaS,Pre-Seed,US,Operator,0.505,0.842,0.559,0.664,0.293,42,0,7,0,1,2,0,19102157.12,0.0,0.143,86125.5,13480.26,20.0,0.256,3,0.344,0.312,0.163,2,0.151,12.168,2,1,0,1,0,0.0
Nova Stack,AI/ML,Seed,India,Engineer,0.608,0.641,0.452,0.395,0.458,33,0,11,0,18,13,2,9054611.86,14367.84,0.104,345066.98,39315.67,2.195,0.224,1,0.363,0.314,0.46,2,0.173,10.764,17,1,0,0,1,200372.98
Hyper Labs,Fintech,Seed,US,Operator,0.523,0.771,0.421,0.667,0.37,33,0,13,1,24,15,3,14413967.59,10110.56,0.248,376850.77,79915.06,2.654,0.189,2,0.753,0.193,0.221,2,0.187,19.611,22,1,1,1,0,138146.91
Eco Pulse,AI/ML,Pre-Seed,US,Visionary,0.741,0.607,0.622,0.543,0.469,36,0,6,1,11,2,1,8159593.48,6977.04,-0.434,145450.16,44083.24,20.0,0.13,2,0.38,0.007,0.0,1,0.702,14.84,1,1,0,1,0,6977.04
Zen Pulse,SaaS,Pre-Seed,UK,Salesperson,0.718,0.625,0.711,0.529,0.539,20,0,12,1,7,10,1,9599476.96,50432.41,0.299,270550.68,31241.57,0.172,0.223,3,0.317,0.386,0.311,1,0.768,6.564,13,1,0,1,0,783788.99
Zen Works,Climate,Seed,SEA,Visionary,0.844,0.43,0.566,0.463,0.396,26,1,8,1,26,8,0,35767041.42,23126.9,0.299,774592.93,18855.64,0.227,0.279,4,0.347,0.053,0.586,2,0.452,8.151,10,1,1,1,0,85921.21
Nova Grid,DevTools,Pre-Seed,US,Engineer,0.66,0.577,0.376,0.5,0.38,26,0,11,1,36,5,0,6369025.27,4275.32,0.132,142513.57,21332.34,3.158,0.175,6,0.643,0.397,0.612,1,0.521,1.581,6,1,0,1,0,5452.06
Quantum Grid,Fintech,Seed,US,Visionary,0.73,0.454,0.582,0.461,0.543,20,0,12,1,19,9,0,7919162.26,20407.35,0.209,306999.74,104549.95,2.045,0.077,1,0.564,0.04,0.764,2,0.362,5.66,12,1,1,1,0,131664.95
Quantum Dynamics,Bio/Health,Pre-Seed,India,Visionary,0.816,0.547,0.704,0.525,0.425,26,0,13,1,14,2,3,57600178.66,0.0,0.162,93480.7,30533.29,20.0,0.17,5,0.702,0.114,0.738,1,0.079,4.184,2,0,0,1,0,0.0
Quantum AI,SaaS,Seed,EU,Visionary,0.823,0.462,0.643,0.484,0.391,31,0,7,0,20,13,2,18092787.96,13069.95,-0.219,291330.02,78150.75,20.0,0.06,3,0.502,0.35,0.304,3,0.53,4.052,14,0,0,1,0,13199.94
Polar OS,Hardware,Pre-Seed,LatAm,Salesperson,0.576,0.455,0.753,0.512,0.51,33,0,5,0,4,10,0,15572346.23,14886.08,0.121,42693.81,45596.76,2.101,0.342,2,0.548,0.725,0.668,2,0.144,7.343,12,0,0,1,0,15651.13
Quantum Forge,Hardware,Seed,US,Operator,0.514,0.58,0.558,0.705,0.478,33,0,15,1,13,19,0,16058987.26,18461.25,0.209,1142865.77,87693.9,1.891,0.072,4,0.419,0.002,0.65,3,0.774,6.514,22,1,1,1,0,210212.83
Urban Dynamics,SaaS,Pre-Seed,US,Engineer,0.599,0.664,0.497,0.563,0.476,34,0,7,0,27,3,0,19566865.8,32244.37,0.38,647668.72,26797.91,0.182,0.266,5,0.492,0.43,0.234,2,0.156,10.865,4,1,1,0,1,425076.52
Quantum AI,Fintech,Pre-Seed,US,Salesperson,0.55,0.61,0.739,0.59,0.432,40,0,5,0,13,10,0,8335452.99,5336.27,0.092,85773.54,16769.41,2.857,0.209,4,0.296,0.193,0.516,3,0.25,9.967,11,1,1,0,1,26291.04
Hyper Systems,SaaS,Seed,LatAm,Operator,0.676,0.757,0.666,0.476,0.278,29,0,17,1,16,7,2,14622620.37,26753.58,0.336,376531.03,122459.06,1.136,0.182,5,0.422,0.604,0.422,2,0.263,11.088,9,0,0,1,0,96250.37
Quantum Bio,DevTools,Seed,EU,Visionary,0.727,0.571,0.805,0.48,0.32,37,0,11,1,11,13,1,17015238.26,25598.21,0.202,556970.31,111777.7,1.799,0.244,1,0.556,0.214,0.385,3,0.759,5.864,17,1,0,1,0,78941.54
Flow OS,DevTools,Pre-Seed,SEA,Engineer,0.642,0.785,0.376,0.641,0.415,42,0,10,1,23,9,0,21360563.35,15171.36,0.059,238164.64,28253.18,2.609,0.178,3,0.755,0.133,0.649,2,0.0,5.003,11,0,1,1,0,25102.31
Nimbus Stack,DevTools,Seed,US,Visionary,0.748,0.408,0.484,0.464,0.605,34,0,15,1,30,10,1,19203450.47,23527.9,0.153,380870.99,51409.19,1.187,0.087,3,0.384,0.249,0.431,2,0.858,31.933,11,1,1,1,0,74846.3
Eco Analytics,SaaS,Pre-Seed,US,Visionary,0.822,0.472,0.667,0.396,0.488,37,0,6,0,17,4,1,96471246.08,31093.66,0.183,88027.25,32019.15,0.469,0.019,4,0.505,0.253,0.225,1,0.137,9.286,5,0,0,1,0,35102.42
Zen Analytics,Bio/Health,Pre-Seed,EU,Visionary,0.649,0.353,0.641,0.428,0.453,36,0,15,1,17,2,2,66778888.65,5394.39,0.175,98210.48,36979.02,3.269,0.041,2,0.325,0.233,0.262,1,0.41,5.758,2,1,1,0,1,110187.14
Quantum Dynamics,Fintech,Seed,US,Operator,0.641,0.762,0.557,0.61,0.316,34,0,6,0,30,6,2,15755859.69,37696.77,0.558,536924.3,100245.17,0.397,0.258,3,0.849,0.137,0.29,3,0.639,10.436,9,1,0,0,1,6542801.23
Terra Dynamics,SaaS,Seed,SEA,Operator,0.631,0.86,0.446,0.415,0.462,53,0,1,0,50,16,2,13436392.1,24078.66,0.17,84588.82,94964.84,1.934,0.202,0,0.474,0.124,0.593,3,0.584,13.393,23,1,0,0,1,1610788.55
Vertex Bio,Climate,Seed,US,Visionary,0.697,0.51,0.81,0.405,0.501,39,1,8,1,26,5,1,4328274.85,14131.01,0.511,765490.49,69336.71,0.8,0.134,4,0.626,0.278,0.639,3,0.442,10.44,7,1,1,1,0,69548.23
Spark Works,Fintech,Seed,US,Visionary,0.682,0.521,0.668,0.402,0.553,39,0,12,0,28,10,3,8198452.03,33141.49,0.204,2573937.24,53712.79,0.663,0.275,6,0.203,0.205,0.147,1,0.353,4.588,12,1,0,1,0,63308.64
Atlas AI,DevTools,Seed,India,Visionary,0.819,0.516,0.717,0.583,0.401,30,0,11,0,40,9,1,30479489.27,0.0,0.22,711753.91,76931.25,20.0,0.01,2,0.455,0.203,0.593,1,0.489,20.653,11,1,0,1,0,0.0
Flow Drive,Hardware,Pre-Seed,EU,Visionary,0.818,0.406,0.652,0.377,0.335,33,0,11,1,27,6,1,16543593.27,0.0,-0.07,64607.93,16486.58,20.0,0.115,5,0.331,0.451,0.367,2,0.477,15.314,6,0,0,1,0,0.0
Nova Logic,SaaS,Pre-Seed,EU,Visionary,0.761,0.53,0.756,0.4,0.342,30,0,1,1,32,5,1,7799580.97,23096.37,0.248,519387.24,15509.84,0.225,0.111,6,0.704,0.288,0.545,4,0.317,5.853,6,1,0,1,0,114258.43
Flow Logic,Hardware,Seed,EU,Engineer,0.581,0.569,0.458,0.487,0.329,20,0,4,1,24,19,1,8114725.7,5949.87,0.361,400894.0,3870.28,0.15,0.049,3,0.275,0.007,0.588,2,0.414,16.928,25,1,0,0,1,195561.72
Aero Forge,Bio/Health,Pre-Seed,India,Visionary,0.767,0.538,0.695,0.399,0.455,36,0,8,0,21,2,1,5356842.6,2432.38,0.166,76297.35,26252.63,5.407,0.135,6,0.562,0.079,0.636,1,0.532,3.276,2,1,0,1,0,3132.98
Sigma Analytics,Climate,Pre-Seed,LatAm,Visionary,0.871,0.5,0.628,0.4,0.4,33,0,14,1,13,9,1,73146913.71,0.0,-0.028,258119.56,30030.12,20.0,0.119,3,0.275,0.013,0.434,1,0.247,5.727,9,0,0,1,0,0.0
Atlas Stack,DevTools,Seed,US,Engineer,0.594,0.717,0.34,0.493,0.507,25,0,9,1,28,6,2,26621401.5,13020.48,0.379,270747.29,91009.13,1.535,0.19,6,0.74,0.254,0.404,3,0.601,8.974,9,0,0,1,0,19662.13
Spark Forge,AI/ML,Seed,SEA,Operator,0.524,0.726,0.552,0.541,0.434,36,0,10,1,29,16,2,27276691.88,30341.66,0.162,220048.6,54254.16,0.919,0.203,5,0.773,0.135,0.708,2,0.295,24.584,20,0,0,1,0,42046.07
Urban Cloud,SaaS,Pre-Seed,US,Engineer,0.585,0.695,0.356,0.49,0.428,28,0,8,1,22,12,1,29069474.67,22975.87,0.155,117433.16,73742.44,1.722,0.192,7,0.542,0.083,0.382,2,0.265,12.575,15,0,0,1,0,25918.67
Spark Bio,DevTools,Seed,SEA,Visionary,0.833,0.567,0.719,0.582,0.345,36,0,15,1,39,22,2,34387025.61,16736.09,0.03,530801.76,63819.17,10.421,0.128,3,0.55,0.177,0.25,2,0.127,12.559,28,1,0,1,0,32878.4
Polar Works,Fintech,Pre-Seed,India,Engineer,0.641,0.684,0.347,0.615,0.409,31,0,1,1,22,6,0,4461882.35,7659.33,0.283,126482.69,73915.1,2.838,0.191,5,0.444,0.312,0.677,1,0.208,8.547,8,0,0,1,0,8834.94
Urban Pulse,DevTools,Seed,US,Visionary,0.986,0.505,0.71,0.478,0.505,32,0,11,1,18,18,1,13762665.77,24158.94,0.088,262802.03,112854.16,4.429,0.173,2,0.468,0.217,0.509,1,0.659,6.498,22,0,0,1,0,25507.77
Quantum AI,AI/ML,Pre-Seed,EU,Operator,0.422,0.681,0.58,0.436,0.336,31,0,11,1,21,4,3,15465430.14,11838.39,0.158,79170.1,621.64,0.028,0.188,3,0.604,0.121,0.184,2,0.0,7.359,5,1,1,1,0,451386.24
Terra Drive,Bio/Health,Seed,EU,Salesperson,0.686,0.485,0.671,0.649,0.49,32,0,8,1,34,19,2,25064802.48,9854.03,0.36,204560.78,100184.06,2.354,0.297,5,0.401,0.248,0.569,1,0.546,20.306,25,0,0,1,0,15222.79
Atlas Labs,Fintech,Seed,US,Engineer,0.64,0.704,0.348,0.442,0.386,31,0,14,1,16,10,2,2315716.39,45125.36,0.224,267073.77,71695.35,0.591,0.234,3,0.701,0.032,0.27,3,0.189,28.76,12,1,0,0,1,2895280.66
Aero Forge,Fintech,Seed,EU,Visionary,0.665,0.477,0.611,0.394,0.422,30,0,12,0,34,5,0,10675248.77,52988.21,0.087,770535.54,63626.41,1.149,0.202,3,0.398,0.23,0.73,2,0.138,9.264,6,1,1,0,1,473255.13
Polar Pulse,Fintech,Seed,US,Salesperson,0.576,0.564,0.791,0.499,0.51,26,0,22,1,35,12,1,7562825.39,0.0,0.09,542678.94,59123.39,20.0,0.138,4,0.022,0.383,0.764,4,0.348,25.084,12,0,0,1,0,0.0
Sigma Systems,Hardware,Pre-Seed,EU,Operator,0.447,0.728,0.5,0.51,0.372,36,0,11,1,24,11,0,14307828.75,0.0,0.332,154614.99,61330.27,20.0,0.083,3,0.511,0.459,0.42,3,0.104,9.189,15,0,0,1,0,0.0
Flow OS,AI/ML,Seed,UK,Operator,0.721,0.961,0.588,0.502,0.42,44,0,14,1,10,16,1,47190491.99,12105.15,0.201,1135753.61,119378.42,4.083,0.183,5,0.653,0.103,0.666,2,0.585,33.138,21,1,0,1,0,85821.87
Nova Analytics,Fintech,Pre-Seed,UK,Operator,0.481,0.828,0.441,0.745,0.507,34,0,8,1,20,6,1,58301879.25,3314.7,0.028,136249.84,51188.48,20.0,0.191,7,0.104,0.047,0.537,3,0.43,8.91,7,0,0,1,0,3739.29
Vertex Pulse,Climate,Seed,US,Engineer,0.696,0.68,0.291,0.481,0.246,40,0,16,0,15,8,2,7639560.15,7735.19,-0.034,186774.52,20211.97,20.0,0.157,2,0.623,0.364,0.391,3,0.463,3.859,10,1,1,0,1,68429.36
Aero Drive,Bio/Health,Seed,US,Operator,0.43,0.487,0.629,0.46,0.518,34,0,11,1,22,6,1,33827191.66,6466.46,0.053,141162.76,93454.41,20.0,0.101,5,0.831,0.187,0.559,5,0.543,21.034,7,1,0,1,0,7656.57
Terra Labs,Climate,Pre-Seed,LatAm,Visionary,0.821,0.463,0.687,0.567,0.427,41,0,5,1,30,3,1,5796816.91,0.0,0.076,184692.86,59239.87,20.0,0.031,6,0.286,0.132,0.619,1,0.024,6.278,3,0,0,1,0,0.0
Polar OS,Climate,Pre-Seed,US,Engineer,0.588,0.563,0.408,0.501,0.505,33,0,16,0,40,5,2,8363685.31,14320.5,0.025,110474.1,23553.89,5.54,0.173,0,0.691,0.136,0.588,2,0.438,14.197,6,1,1,0,1,272759.81
Nova Pulse,Climate,Pre-Seed,EU,Operator,0.509,0.793,0.489,0.634,0.41,34,0,1,0,6,5,0,5240839.8,0.0,0.031,363890.42,41467.7,20.0,0.144,2,0.804,0.26,0.304,1,0.253,11.285,6,0,0,1,0,0.0
Urban Grid,AI/ML,Seed,US,Operator,0.568,0.787,0.368,0.558,0.29,37,1,9,1,33,8,2,3314434.11,0.0,0.135,434399.82,94444.17,20.0,0.14,4,0.235,0.589,0.637,3,0.419,7.71,10,0,0,1,0,0.0
Polar Logic,Fintech,Pre-Seed,LatAm,Engineer,0.637,0.724,0.116,0.593,0.457,49,0,7,1,9,9,1,45374355.79,17175.12,0.036,109683.82,62848.87,8.425,0.086,8,0.271,0.341,0.88,2,0.3,15.051,11,1,0,0,1,168311.76
Nimbus Cloud,Climate,Seed,UK,Visionary,0.786,0.42,0.674,0.598,0.396,31,0,12,0,20,14,2,22656986.13,12329.24,-0.077,988763.27,52230.07,20.0,0.141,1,0.729,0.535,0.422,2,0.35,17.067,18,0,0,1,0,22673.75
Zen Drive,Bio/Health,Pre-Seed,UK,Visionary,0.878,0.593,0.553,0.338,0.316,32,0,11,1,10,15,0,14172918.16,6278.75,0.437,226656.19,15108.08,0.459,0.146,4,0.351,0.261,0.229,1,0.223,10.699,21,1,0,0,1,258029.53
Polar Stack,Bio/Health,Seed,India,Engineer,0.665,0.516,0.343,0.557,0.515,40,0,6,0,20,20,3,3205195.78,9160.57,0.221,111103.1,125044.32,5.147,0.01,4,0.506,0.144,0.268,3,0.368,8.817,26,0,0,1,0,9968.78
Quantum Cloud,DevTools,Seed,EU,Visionary,0.649,0.49,0.68,0.463,0.349,33,0,14,1,34,18,1,32006335.98,14947.25,0.19,277588.92,78774.58,2.313,0.083,2,0.459,0.031,0.274,4,0.335,29.615,22,1,1,0,1,457850.68
Sigma Dynamics,Fintech,Pre-Seed,EU,Salesperson,0.553,0.581,0.766,0.641,0.43,30,0,8,1,1,5,2,5422853.97,19501.57,0.332,222368.42,38022.21,0.49,0.079,4,0.416,0.152,0.327,1,0.219,8.233,7,1,1,0,1,600186.72
Hyper Grid,Hardware,Seed,US,Operator,0.569,0.812,0.386,0.586,0.45,38,0,9,1,19,11,2,25764064.03,4835.37,0.386,328340.66,40923.94,1.825,0.188,4,0.417,0.088,0.392,3,0.553,29.999,14,0,0,1,0,10670.48
Vertex AI,AI/ML,Pre-Seed,US,Salesperson,0.488,0.581,0.741,0.623,0.417,41,0,7,1,16,8,0,8957954.47,10651.61,0.096,223769.9,93080.85,7.571,0.137,2,0.55,0.169,0.28,2,0.396,2.761,9,0,0,1,0,11816.04
Aero Grid,Hardware,Pre-Seed,US,Visionary,0.771,0.303,0.595,0.5,0.458,31,0,8,1,9,2,0,19844795.53,8687.98,0.317,176271.74,5724.6,0.173,0.187,3,0.474,0.241,0.538,1,0.095,19.734,2,1,1,0,1,189175.09
Urban Bio,Hardware,Seed,EU,Engineer,0.732,0.747,0.398,0.544,0.291,26,0,20,0,38,15,2,23248855.48,0.0,0.157,523472.81,112900.81,20.0,0.186,2,0.459,0.127,0.564,4,0.5,20.545,20,0,0,1,0,0.0
Nova Works,SaaS,Seed,EU,Visionary,0.778,0.397,0.642,0.428,0.369,40,0,10,0,29,10,2,7157671.02,27084.0,0.188,416266.07,73574.44,1.202,0.174,6,0.325,0.147,0.815,2,0.29,10.59,13,0,0,1,0,29823.41
Eco Labs,AI/ML,Seed,UK,Operator,0.523,0.9,0.51,0.536,0.599,33,0,17,1,30,9,2,35963226.93,23044.3,0.251,521222.76,31080.66,0.448,0.171,4,0.499,0.447,0.206,3,0.212,10.182,12,0,0,1,0,30256.95
Sigma Forge,Hardware,Seed,India,Operator,0.469,0.771,0.708,0.561,0.472,30,0,10,1,23,13,2,25958249.45,15550.19,0.081,459046.15,32313.82,2.132,0.171,1,0.668,0.452,0.514,2,0.505,17.203,18,1,0,0,1,548293.72
Nova Dynamics,Fintech,Seed,US,Visionary,0.707,0.367,0.675,0.377,0.571,29,0,12,1,22,10,0,7458821.8,23525.36,0.302,760037.09,74912.92,0.879,0.148,4,0.353,0.06,0.388,4,0.015,25.422,11,0,0,1,0,34939.55
Urban Bio,AI/ML,Seed,US,Operator,0.568,0.618,0.551,0.518,0.371,37,0,14,1,36,14,1,11410551.71,10931.91,0.248,160553.53,57111.95,1.753,0.089,7,0.338,0.118,0.526,3,0.434,10.495,18,1,0,1,0,24750.18
Eco Bio,Climate,Seed,US,Operator,0.508,0.752,0.506,0.55,0.49,31,1,16,0,52,19,2,9955702.73,3473.46,0.27,223714.49,67015.54,5.964,0.118,1,0.556,0.334,0.37,4,0.462,7.091,26,1,0,1,0,15482.0
Atlas AI,Fintech,Pre-Seed,UK,Operator,0.367,0.801,0.507,0.593,0.474,29,0,6,1,1,5,0,14374884.99,4141.98,0.205,368396.59,59913.26,5.886,0.073,2,0.496,0.282,0.326,1,0.507,8.087,6,1,0,1,0,15073.68
Hyper OS,SaaS,Seed,US,Visionary,0.711,0.406,0.614,0.585,0.41,24,0,11,0,37,4,2,19335206.41,23055.31,0.273,400587.48,58048.51,0.769,0.126,5,0.672,0.398,0.47,3,0.236,5.749,5,0,0,1,0,37596.06
Flow Works,Hardware,Seed,US,Operator,0.719,0.72,0.464,0.493,0.36,36,0,18,1,11,15,2,11540064.74,11323.5,0.233,188442.33,78817.87,2.49,0.08,1,0.437,0.132,0.469,3,0.16,11.573,22,1,0,0,1,252898.28
Atlas Stack,Fintech,Pre-Seed,US,Operator,0.568,0.73,0.442,0.65,0.45,35,0,8,1,6,9,0,43899931.79,36321.96,0.264,449709.85,33868.41,0.294,0.21,2,0.415,0.275,0.444,1,0.161,6.244,12,1,0,0,1,993746.82
Urban OS,AI/ML,Pre-Seed,SEA,Operator,0.49,0.863,0.475,0.577,0.421,33,0,7,1,18,9,0,117069860.88,31987.35,-0.056,124068.5,16457.91,20.0,0.204,1,0.303,0.184,0.275,2,0.041,18.966,10,0,0,1,0,38855.05
Flow Analytics,Hardware,Seed,US,Operator,0.538,0.682,0.525,0.582,0.379,22,0,7,0,37,13,2,6990964.28,14377.66,0.495,612230.88,69980.32,0.82,0.234,2,0.293,0.145,0.415,3,0.28,15.187,18,0,1,1,0,34035.78
